,sentence,tokens,slots
898,znajdź coś odnoszącego się do problematyki terrorysty i do tego archives,"['znajdź', 'coś', 'odnoszącego', 'się', 'do', 'problematyki', 'terrorysty', 'i', 'do', 'tego', 'archives']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword']"
899,szukam norm tyczących się tematu wacław rolicz-lieder,"['szukam', 'norm', 'tyczących', 'się', 'tematu', 'wacław', 'rolicz-lieder']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
900,zaproponuj prace mające stadium rozwoju człowieka bądź żywienia,"['zaproponuj', 'prace', 'mające', 'stadium', 'rozwoju', 'człowieka', 'bądź', 'żywienia']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
901,"niech będzie encyklopedia, publikacja albo coś","['niech', 'będzie', 'encyklopedia', ',', 'publikacja', 'albo', 'coś']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
902,"weź mi poleć normy, encyklopedie lub prace","['weź', 'mi', 'poleć', 'normy', ',', 'encyklopedie', 'lub', 'prace']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
903,niech będzie podręcznik,"['niech', 'będzie', 'podręcznik']","['O', 'O', 'Doc_type']"
904,"chciałbym podręczniki, encyklopedie lub coś omawiającego problematykę z problemem zasad użycia","['chciałbym', 'podręczniki', ',', 'encyklopedie', 'lub', 'coś', 'omawiającego', 'problematykę', 'z', 'problemem', 'zasad', 'użycia']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
905,"no to dokument, publikacja, książka lub encyklopedia obejmująca problematykę związaną z działaniem","['no', 'to', 'dokument', ',', 'publikacja', ',', 'książka', 'lub', 'encyklopedia', 'obejmująca', 'problematykę', 'związaną', 'z', 'działaniem']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword']"
906,chcę artykuły albo książki posiadające różnorodności typów filozofii,"['chcę', 'artykuły', 'albo', 'książki', 'posiadające', 'różnorodności', 'typów', 'filozofii']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
907,potrzebuję publikacji z : obywatela ukraina lub zasobu naukowy,"['potrzebuję', 'publikacji', 'z', ':', 'obywatela', 'ukraina', 'lub', 'zasobu', 'naukowy']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
908,"zapodaj mi rozprawę, patent, podręcznik ewentualnie normę w której znajdę galicja wschodni lub stalowych","['zapodaj', 'mi', 'rozprawę', ',', 'patent', ',', 'podręcznik', 'ewentualnie', 'normę', 'w', 'której', 'znajdę', 'galicja', 'wschodni', 'lub', 'stalowych']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
909,"no to książka, recenzja lub dokument z sztuki","['no', 'to', 'książka', ',', 'recenzja', 'lub', 'dokument', 'z', 'sztuki']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
910,"no to dodatkowo rozprawa, recenzja ewentualnie książka","['no', 'to', 'dodatkowo', 'rozprawa', ',', 'recenzja', 'ewentualnie', 'książka']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
911,poleć skrypt,"['poleć', 'skrypt']","['O', 'Doc_type']"
912,"znajdź encyklopedie, normy bądź recenzje","['znajdź', 'encyklopedie', ',', 'normy', 'bądź', 'recenzje']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
913,weź mi poleć coś dotyczącego szczegółowszych dane i do tego drogi,"['weź', 'mi', 'poleć', 'coś', 'dotyczącego', 'szczegółowszych', 'dane', 'i', 'do', 'tego', 'drogi']","['O', 'O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword']"
914,"no to wolę encyklopedię, patent ewentualnie publikację","['no', 'to', 'wolę', 'encyklopedię', ',', 'patent', 'ewentualnie', 'publikację']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
915,dodatkowo red.,"['dodatkowo', 'red.']","['O', 'B-keyword']"
916,chciałabym prace opisujące katechezy ewangelizacyjnej,"['chciałabym', 'prace', 'opisujące', 'katechezy', 'ewangelizacyjnej']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
917,"chcę podręcznik, recenzję","['chcę', 'podręcznik', ',', 'recenzję']","['O', 'Doc_type', 'O', 'Doc_type']"
918,"no to niech będzie publikacja, patent albo podręcznik","['no', 'to', 'niech', 'będzie', 'publikacja', ',', 'patent', 'albo', 'podręcznik']","['O', 'O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
919,daj mi dokumenty lub patenty które informuje o temacie właściciela mieszkanie,"['daj', 'mi', 'dokumenty', 'lub', 'patenty', 'które', 'informuje', 'o', 'temacie', 'właściciela', 'mieszkanie']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
920,"polecisz mi rozprawy, encyklopedie, eseje ewentualnie dokumenty opisujące młodych","['polecisz', 'mi', 'rozprawy', ',', 'encyklopedie', ',', 'eseje', 'ewentualnie', 'dokumenty', 'opisujące', 'młodych']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
921,"polecisz mi pracę, normę, publikację","['polecisz', 'mi', 'pracę', ',', 'normę', ',', 'publikację']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
922,weź mi daj dokumenty dotyczące : literatury,"['weź', 'mi', 'daj', 'dokumenty', 'dotyczące', ':', 'literatury']","['O', 'O', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
923,"szukam skryptu omawiającego wydarzeń, bułgaria, porz a także księgi","['szukam', 'skryptu', 'omawiającego', 'wydarzeń', ',', 'bułgaria', ',', 'porz', 'a', 'także', 'księgi']","['O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
924,potrzebuję rozpraw dotyczących tematyki hotelu i do tego mediów,"['potrzebuję', 'rozpraw', 'dotyczących', 'tematyki', 'hotelu', 'i', 'do', 'tego', 'mediów']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword']"
925,znajdź mi recenzje ewentualnie normy obejmujące działalności,"['znajdź', 'mi', 'recenzje', 'ewentualnie', 'normy', 'obejmujące', 'działalności']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
926,znajdź mi prace poświęcone tematyce mózgu oraz jednocześnie erzy erzy erzy,"['znajdź', 'mi', 'prace', 'poświęcone', 'tematyce', 'mózgu', 'oraz', 'jednocześnie', 'erzy', 'erzy', 'erzy']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword', 'I-keyword']"
927,weź mi poleć dokument który porusza problem bramy miłosierdzia nadzwyczajnego,"['weź', 'mi', 'poleć', 'dokument', 'który', 'porusza', 'problem', 'bramy', 'miłosierdzia', 'nadzwyczajnego']","['O', 'O', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
928,niech będzie praca która poinformuje mnie na temat aspektu,"['niech', 'będzie', 'praca', 'która', 'poinformuje', 'mnie', 'na', 'temat', 'aspektu']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword']"
929,"daj eseje, rozprawy, podręczniki albo coś mającego zwrotu, otyłość lub rodziny","['daj', 'eseje', ',', 'rozprawy', ',', 'podręczniki', 'albo', 'coś', 'mającego', 'zwrotu', ',', 'otyłość', 'lub', 'rodziny']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
930,"poleć normę która poinformuje mnie na temat wywiadu polski, sensu patriotyzm, badania i granych","['poleć', 'normę', 'która', 'poinformuje', 'mnie', 'na', 'temat', 'wywiadu', 'polski', ',', 'sensu', 'patriotyzm', ',', 'badania', 'i', 'granych']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
931,daj kompetencje,"['daj', 'kompetencje']","['O', 'B-keyword']"
932,poleć mi artykuł związany z tematem przypadka lub zdrowia zwierząt,"['poleć', 'mi', 'artykuł', 'związany', 'z', 'tematem', 'przypadka', 'lub', 'zdrowia', 'zwierząt']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
933,chciałabym encyklopedie obejmujące wydział,"['chciałabym', 'encyklopedie', 'obejmujące', 'wydział']","['O', 'Doc_type', 'O', 'B-keyword']"
934,bardziej pasuje mi wobec,"['bardziej', 'pasuje', 'mi', 'wobec']","['O', 'O', 'O', 'B-keyword']"
935,no to encyklopedia w której są : kłamstwa skutki kłamstwa,"['no', 'to', 'encyklopedia', 'w', 'której', 'są', ':', 'kłamstwa', 'skutki', 'kłamstwa']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
936,chciałabym klasę integracyjny,"['chciałabym', 'klasę', 'integracyjny']","['O', 'B-keyword', 'I-keyword']"
937,szukam konwergencje konwergencja lub domem,"['szukam', 'konwergencje', 'konwergencja', 'lub', 'domem']","['O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
938,"zaproponuj książki o kapitału własnego, została ewentualnie życiu","['zaproponuj', 'książki', 'o', 'kapitału', 'własnego', ',', 'została', 'ewentualnie', 'życiu']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
939,"zaproponuj rozprawy albo normy odnoszące się do rozwoju, warszawy bądź институт славяноведения","['zaproponuj', 'rozprawy', 'albo', 'normy', 'odnoszące', 'się', 'do', 'rozwoju', ',', 'warszawy', 'bądź', 'институт', 'славяноведения']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
940,no to wolę brak przytomność,"['no', 'to', 'wolę', 'brak', 'przytomność']","['O', 'O', 'O', 'B-keyword', 'I-keyword']"
941,daj encyklopedie albo coś na temat newsów liczba newsów,"['daj', 'encyklopedie', 'albo', 'coś', 'na', 'temat', 'newsów', 'liczba', 'newsów']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
942,"poleć mi encyklopedie, książki, eseje albo coś mówiącego o problemie postępowania w badaniach, austrii","['poleć', 'mi', 'encyklopedie', ',', 'książki', ',', 'eseje', 'albo', 'coś', 'mówiącego', 'o', 'problemie', 'postępowania', 'w', 'badaniach', ',', 'austrii']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword']"
943,zaproponuj publikację omawiającą języka,"['zaproponuj', 'publikację', 'omawiającą', 'języka']","['O', 'Doc_type', 'O', 'B-keyword']"
944,daj publikacje dotyczące tematu edukacji,"['daj', 'publikacje', 'dotyczące', 'tematu', 'edukacji']","['O', 'Doc_type', 'O', 'O', 'B-keyword']"
945,poleć kompetencji zawodowych ewentualnie melchior jakubowski wstęp,"['poleć', 'kompetencji', 'zawodowych', 'ewentualnie', 'melchior', 'jakubowski', 'wstęp']","['O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
946,no to strony,"['no', 'to', 'strony']","['O', 'O', 'B-keyword']"
947,"poleć patenty, recenzje, prace lub publikacje związane z dziedziną unii oraz economics","['poleć', 'patenty', ',', 'recenzje', ',', 'prace', 'lub', 'publikacje', 'związane', 'z', 'dziedziną', 'unii', 'oraz', 'economics']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
948,"niech będą rozprawy, patenty ewentualnie coś wyjaśniającego problem emocji oraz olkusz","['niech', 'będą', 'rozprawy', ',', 'patenty', 'ewentualnie', 'coś', 'wyjaśniającego', 'problem', 'emocji', 'oraz', 'olkusz']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
949,"daj mi pracę, publikację, rozprawę lub coś informującego na temat imprez ewentualnie ochrony częściowy","['daj', 'mi', 'pracę', ',', 'publikację', ',', 'rozprawę', 'lub', 'coś', 'informującego', 'na', 'temat', 'imprez', 'ewentualnie', 'ochrony', 'częściowy']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
950,"wybieram podręczniki, publikacje, prace lub książki","['wybieram', 'podręczniki', ',', 'publikacje', ',', 'prace', 'lub', 'książki']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
951,może być patent poświęcony tematyce culture patterns physical i nakładu wewnętrzny,"['może', 'być', 'patent', 'poświęcony', 'tematyce', 'culture', 'patterns', 'physical', 'i', 'nakładu', 'wewnętrzny']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
952,"może podręczniki, prace, patenty bądź coś odnośnie końca, idei ewentualnie kuleta","['może', 'podręczniki', ',', 'prace', ',', 'patenty', 'bądź', 'coś', 'odnośnie', 'końca', ',', 'idei', 'ewentualnie', 'kuleta']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
953,"poleć rozprawy, publikacje, eseje lub coś","['poleć', 'rozprawy', ',', 'publikacje', ',', 'eseje', 'lub', 'coś']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
954,"daj encyklopedię, pracę o : ziemi zachodni","['daj', 'encyklopedię', ',', 'pracę', 'o', ':', 'ziemi', 'zachodni']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
955,"poleć mi skrypty, rozprawy albo patenty wyjaśniające integrację","['poleć', 'mi', 'skrypty', ',', 'rozprawy', 'albo', 'patenty', 'wyjaśniające', 'integrację']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
956,poleć mi normę lub recenzję w której znajdę omówienie tematu gorzeszowski skała lub nowych mediów,"['poleć', 'mi', 'normę', 'lub', 'recenzję', 'w', 'której', 'znajdę', 'omówienie', 'tematu', 'gorzeszowski', 'skała', 'lub', 'nowych', 'mediów']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
957,"niech będzie praca mająca buddyzm i tybetańskie, japonii w latach ewentualnie kultury narodowej","['niech', 'będzie', 'praca', 'mająca', 'buddyzm', 'i', 'tybetańskie', ',', 'japonii', 'w', 'latach', 'ewentualnie', 'kultury', 'narodowej']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
958,chciałabym pracę w zakresie współpracy międzynarodowej organów oraz jednocześnie celu,"['chciałabym', 'pracę', 'w', 'zakresie', 'współpracy', 'międzynarodowej', 'organów', 'oraz', 'jednocześnie', 'celu']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
959,"daj dokumenty, encyklopedie bądź artykuły w dziedzinie potrzeby","['daj', 'dokumenty', ',', 'encyklopedie', 'bądź', 'artykuły', 'w', 'dziedzinie', 'potrzeby']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
960,potrzebuję skryptu wyjaśniającego firmę,"['potrzebuję', 'skryptu', 'wyjaśniającego', 'firmę']","['O', 'Doc_type', 'O', 'B-keyword']"
961,zapodaj pracę mającą polityki transportu,"['zapodaj', 'pracę', 'mającą', 'polityki', 'transportu']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
962,już bym wolał wartość,"['już', 'bym', 'wolał', 'wartość']","['O', 'O', 'O', 'B-keyword']"
963,no to niech będzie patent lub rozprawa,"['no', 'to', 'niech', 'będzie', 'patent', 'lub', 'rozprawa']","['O', 'O', 'O', 'O', 'Doc_type', 'O', 'Doc_type']"
964,"no to eseje, patenty, publikacje albo skrypty","['no', 'to', 'eseje', ',', 'patenty', ',', 'publikacje', 'albo', 'skrypty']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
965,chciałabym książki,"['chciałabym', 'książki']","['O', 'Doc_type']"
966,no to niech będzie cel,"['no', 'to', 'niech', 'będzie', 'cel']","['O', 'O', 'O', 'O', 'B-keyword']"
967,poleć eseje lub skrypty,"['poleć', 'eseje', 'lub', 'skrypty']","['O', 'Doc_type', 'O', 'Doc_type']"
968,"niech będą encyklopedie, książki, recenzje, artykuły tyczące się problemu spółdzielni socjalnych przypadających, swoich praca, jednej strony albo coś","['niech', 'będą', 'encyklopedie', ',', 'książki', ',', 'recenzje', ',', 'artykuły', 'tyczące', 'się', 'problemu', 'spółdzielni', 'socjalnych', 'przypadających', ',', 'swoich', 'praca', ',', 'jednej', 'strony', 'albo', 'coś']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
969,niech będzie dzieci sieci,"['niech', 'będzie', 'dzieci', 'sieci']","['O', 'O', 'B-keyword', 'I-keyword']"
970,"szukam dokumentów bądź czegoś odnoszącego się do bello, roku i mediów","['szukam', 'dokumentów', 'bądź', 'czegoś', 'odnoszącego', 'się', 'do', 'bello', ',', 'roku', 'i', 'mediów']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
971,"polecisz mi książki ewentualnie coś odnośnie rynku praca, polityki gospodarczy, świata i do tego powiatu","['polecisz', 'mi', 'książki', 'ewentualnie', 'coś', 'odnośnie', 'rynku', 'praca', ',', 'polityki', 'gospodarczy', ',', 'świata', 'i', 'do', 'tego', 'powiatu']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword']"
972,"weź mi poleć artykuły, rozprawy, dokumenty albo prace posiadające elementy każdych jednostka","['weź', 'mi', 'poleć', 'artykuły', ',', 'rozprawy', ',', 'dokumenty', 'albo', 'prace', 'posiadające', 'elementy', 'każdych', 'jednostka']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
973,weź mi daj członków nowych ruchów,"['weź', 'mi', 'daj', 'członków', 'nowych', 'ruchów']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
974,"no to może być podręcznik, pracę","['no', 'to', 'może', 'być', 'podręcznik', ',', 'pracę']","['O', 'O', 'O', 'O', 'Doc_type', 'O', 'Doc_type']"
975,potrzebuję encyklopedii o posługi społecznej,"['potrzebuję', 'encyklopedii', 'o', 'posługi', 'społecznej']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
976,zapodaj patenty poruszające problematykę z dziedziną drugiego połowa,"['zapodaj', 'patenty', 'poruszające', 'problematykę', 'z', 'dziedziną', 'drugiego', 'połowa']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
977,niech będą dokumenty opisujące problem bernadeta lelonek instytut albo umiejętności,"['niech', 'będą', 'dokumenty', 'opisujące', 'problem', 'bernadeta', 'lelonek', 'instytut', 'albo', 'umiejętności']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
978,weź mi poleć dokument na temat kobiety oraz jednocześnie kennedy,"['weź', 'mi', 'poleć', 'dokument', 'na', 'temat', 'kobiety', 'oraz', 'jednocześnie', 'kennedy']","['O', 'O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
979,chcę normy omawiające problematykę danych temat,"['chcę', 'normy', 'omawiające', 'problematykę', 'danych', 'temat']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword']"
980,"niech będą encyklopedie, coś mówiącego o problemie lublina, sukcesu lub sytuacji","['niech', 'będą', 'encyklopedie', ',', 'coś', 'mówiącego', 'o', 'problemie', 'lublina', ',', 'sukcesu', 'lub', 'sytuacji']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
981,no to wybieram encyklopedię ewentualnie rozprawę,"['no', 'to', 'wybieram', 'encyklopedię', 'ewentualnie', 'rozprawę']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type']"
982,"chcę dokument, esej, artykuł o zespołu aspergera, strategii, internetowi public relations","['chcę', 'dokument', ',', 'esej', ',', 'artykuł', 'o', 'zespołu', 'aspergera', ',', 'strategii', ',', 'internetowi', 'public', 'relations']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
